Date,Time,Power Factor AN Min,Power Factor AN Avg,Power Factor AN Max,Power Factor AN Status,Power Factor BN Min,Power Factor BN Avg,Power Factor BN Max,Power Factor BN Status,Power Factor CN Min,Power Factor CN Avg,Power Factor CN Max,Power Factor CN Status,Power Factor Total Min,Power Factor Total Avg,Power Factor Total Max,Power Factor AN Status
25-02-2025,11:10.3,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:10.6,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:10.8,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:11.1,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:11.3,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:11.6,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:11.8,0.99,0.99,0.99,,0.92,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:12.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:12.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:12.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:12.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:13.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:13.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:13.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:13.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:14.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:14.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:14.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:14.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:15.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:15.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:15.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:15.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:16.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:16.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:16.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:16.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:17.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:17.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:17.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:17.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:18.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:18.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:18.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:18.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:19.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:19.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:19.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:19.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:20.1,0.97,0.98,0.99,,0.92,0.92,0.93,,0.98,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:20.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:20.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:20.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:21.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:21.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:21.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:21.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:22.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:22.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:22.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:22.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:23.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:23.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:23.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:23.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:24.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:24.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:24.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:24.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:25.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:25.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:25.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:25.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:26.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:26.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:26.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:26.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:27.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:27.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:27.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:27.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:28.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:28.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:28.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:28.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:29.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:29.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:29.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:29.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:30.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:30.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:30.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:30.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:31.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:31.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:31.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:31.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:32.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:32.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:32.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:32.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:33.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:33.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:33.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:33.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:34.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:34.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:34.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:34.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:35.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:35.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:35.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:35.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:36.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:36.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:36.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:36.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,11:37.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:37.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:37.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:37.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:38.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:38.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:38.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:38.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:39.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:39.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:39.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:39.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:40.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:40.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:40.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:40.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:41.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:41.3,0.98,0.98,0.98,,0.92,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:41.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:41.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:42.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:42.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:42.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:42.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:43.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:43.3,0.98,0.98,0.98,,0.92,0.92,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:43.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:43.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:44.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:44.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:44.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:44.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:45.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:45.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:45.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:45.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:46.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:46.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:46.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:46.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:47.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:47.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:47.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:47.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:48.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:48.3,0.98,0.98,0.98,,0.92,0.92,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:48.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:48.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:49.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:49.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:49.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:49.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:50.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:50.3,0.98,0.98,0.98,,0.92,0.92,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:50.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:50.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:51.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:51.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:51.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:51.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:52.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:52.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:52.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:52.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:53.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:53.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:53.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:53.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:54.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:54.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:54.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:54.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:55.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:55.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:55.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:55.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:56.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:56.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:56.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:56.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:57.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:57.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:57.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:57.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:58.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:58.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:58.6,0.98,0.98,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:58.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:59.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:59.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:59.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,11:59.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:00.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:00.3,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:00.6,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:00.8,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:01.1,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:01.3,0.99,0.99,0.99,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:01.6,0.99,0.99,0.99,,0.92,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:01.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:02.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:02.3,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:02.6,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:02.8,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,12:03.1,0.99,0.99,0.99,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
